frame,velocity_x,velocity_y,velocity_z,acceleration_x,acceleration_y,acceleration_z,distance
948,-0.0001140813110396266,-11.168360710144043,2.1686553736799397e-05,-2.889151801355183e-05,-3.4081649780273438,0.00010566713172011077,122.68919134140015
949,-0.00011551682837307453,-11.323540687561035,2.5081633793888614e-05,-2.8710346668958664e-05,-3.1035995483398438,6.790160114178434e-05,123.25234746932983
950,-0.000117510135169141,-11.464835166931152,2.4032591682043858e-05,-3.986613592132926e-05,-2.8258895874023438,-2.0980842236895114e-05,123.82282781600952
951,-0.00011891284520970657,-11.593464851379395,2.5148390704998747e-05,-2.8054200811311603e-05,-2.5725936889648438,2.2315980459097773e-05,124.39999914169312
952,-0.00012008682824671268,-11.710550308227539,2.1829604520462453e-05,-2.34796607401222e-05,-2.3417091369628906,-6.637572369072586e-05,124.98326635360718
953,-0.000121062905236613,-11.817117691040039,2.005576970987022e-05,-1.9521539798006415e-05,-2.13134765625,-3.547669621184468e-05,125.57207250595093
954,-0.00012229199637658894,-11.914101600646973,1.6193389456020668e-05,-2.4581822799518704e-05,-1.9396781921386719,-7.724760507699102e-05,126.1659140586853
955,-0.00012333535414654762,-12.002358436584473,1.1301040103717241e-05,-2.0867155399173498e-05,-1.76513671875,-9.784699068404734e-05,126.76433324813843
956,-0.00012376798258628696,-12.08266544342041,7.867813110351562e-06,-8.65256879478693e-06,-1.60614013671875,-6.866453622933477e-05,127.36693334579468
957,-0.00012438645353540778,-12.155736923217773,6.771087555534905e-06,-1.2369418982416391e-05,-1.4614295959472656,-2.1934511096333154e-05,127.97331762313843
958,-0.00012530638196039945,-12.222221374511719,2.822876012942288e-06,-1.8398568499833345e-05,-1.3296890258789062,-7.896422903286293e-05,128.5831503868103
959,-0.00012579619942698628,-12.282708168029785,2.212524350397871e-06,-9.796349331736565e-06,-1.2097358703613281,-1.2207033250888344e-05,129.19612646102905
960,-0.00012626239913515747,-12.337738037109375,2.0027160019253643e-07,-9.323994163423777e-06,-1.1005973815917969,-4.0245053241960704e-05,129.81197118759155
961,-0.000126535989693366,-12.387799263000488,-1.2588500339916209e-06,-5.471811164170504e-06,-1.0012245178222656,-2.9182432626839727e-05,130.43039464950562
962,-0.00012740539386868477,-12.433341979980469,-2.3937225250847405e-06,-1.738808350637555e-05,-0.9108543395996094,-2.2697449821862392e-05,131.0512137413025
963,-0.00012788805179297924,-12.474771499633789,-2.670288040462765e-06,-9.653158485889435e-06,-0.8285903930664062,-5.531310307560489e-06,131.67416906356812
964,-0.00012809706095140427,-12.512457847595215,-2.2792814888816793e-06,-4.180183168500662e-06,-0.7537269592285156,7.820131031621713e-06,132.29907751083374
965,-0.00012858367699664086,-12.546737670898438,-2.403259259153856e-06,-9.73232090473175e-06,-0.6855964660644531,-2.4795554054435343e-06,132.92575597763062
966,-0.0001283851743210107,-12.577919960021973,-2.689361508600996e-06,3.9700535126030445e-06,-0.6236457824707031,-5.722044988942798e-06,133.55406713485718
967,-0.00012885176693089306,-12.606285095214844,-3.376007043698337e-06,-9.331852197647095e-06,-0.5673027038574219,-1.3732910701946821e-05,134.18384313583374
968,-0.00012949683878105134,-12.632084846496582,-2.3365021206700476e-06,-1.2901437003165483e-05,-0.5159950256347656,2.079009937006049e-05,134.8149619102478
969,-0.0001299258874496445,-12.655552864074707,-1.0871887070607045e-06,-8.580973371863365e-06,-0.4693603515625,2.498626781743951e-05,135.44730138778687
970,-0.00012944432091899216,-12.63994026184082,-1.5163420812314143e-06,9.631330613046885e-06,0.3122520446777344,-8.583067028666846e-06,136.07986974716187
971,-0.00012931805395055562,-12.61280345916748,-2.317428425158141e-06,2.5253393687307835e-06,0.5427360534667969,-1.602172778802924e-05,136.71111059188843
972,-0.00012884424359072,-12.58578872680664,-3.204345603080583e-06,9.476207196712494e-06,0.5402946472167969,-1.7738344467943534e-05,137.34099340438843
973,-0.0001286534679820761,-12.558856010437012,-6.313323865470011e-06,3.8155121728777885e-06,0.5386543273925781,-6.217956251930445e-05,137.9695029258728
974,-0.0001284512982238084,-12.531997680664062,-7.333755547733745e-06,4.0433951653540134e-06,0.5371665954589844,-2.0408633645274676e-05,138.59666967391968
975,-0.00012820160191040486,-12.505219459533691,-7.915497008070815e-06,4.993926268070936e-06,0.5355644226074219,-1.1634829206741415e-05,139.22249364852905
976,-0.00012790899199899286,-12.478516578674316,-9.679793947725557e-06,5.852198228240013e-06,0.5340576171875,-3.528593879309483e-05,139.84695959091187
977,-0.0001281267323065549,-12.451892852783203,-9.183883776131552e-06,-4.354806151241064e-06,0.5324745178222656,9.918203431880102e-06,140.4701132774353
978,-0.00012717291247099638,-12.425349235534668,-9.222030712408014e-06,1.9076396711170673e-05,0.5308723449707031,-7.629387255292386e-07,141.09190893173218
979,-0.00012679965584538877,-12.398883819580078,-9.002685146697331e-06,7.465132512152195e-06,0.5293083190917969,4.3869113142136484e-06,141.71239233016968
980,-0.0001268189080292359,-12.386359214782715,-7.715225365245715e-06,-3.850436769425869e-07,0.2504920959472656,2.574919562903233e-05,142.33179235458374
981,-0.00012683236855082214,-12.412951469421387,-7.085800007189391e-06,-2.6921043172478676e-07,-0.5318450927734375,1.2588507161126472e-05,142.951726436615
982,-0.00012731998867820948,-12.472264289855957,-5.846023213962326e-06,-9.752402547746897e-06,-1.1862564086914062,2.4795535864541307e-05,143.57394933700562
983,-0.00012832882930524647,-12.559826850891113,-3.747939899767516e-06,-2.0176812540739775e-05,-1.751251220703125,4.196166628389619e-05,144.19998693466187
984,-0.0001296726695727557,-12.67174243927002,6.771087441848067e-07,-2.687680535018444e-05,-2.238311767578125,8.850097219692543e-05,144.831120967865
985,-0.00013074952585157007,-12.804611206054688,5.331039119482739e-06,-2.1537125576287508e-05,-2.6573753356933594,9.307860455010086e-05,145.46851110458374
986,-0.00013269147893879563,-12.952432632446289,9.222030712408014e-06,-3.883906174451113e-05,-2.9564285278320312,7.781983003951609e-05,146.11304235458374
987,-0.0001341209135716781,-13.093743324279785,1.5201568203337956e-05,-2.8588692657649517e-05,-2.826213836669922,0.00011959075345657766,146.76486730575562
988,-0.00013531908916775137,-13.22488784790039,2.0380019122967497e-05,-2.3963511921465397e-05,-2.6228904724121094,0.00010356902203056961,147.42346715927124
989,-0.00013625483552459627,-13.346590042114258,2.330779898329638e-05,-1.871492713689804e-05,-2.4340438842773438,5.855559720657766e-05,148.08838415145874
990,-0.0001369351812172681,-13.459534645080566,2.540588320698589e-05,-1.3606913853436708e-05,-2.258892059326172,4.196168447379023e-05,148.75913000106812
991,-0.00013766450865659863,-13.564352989196777,2.4480819774908014e-05,-1.4586548786610365e-05,-2.0963668823242188,-1.8501268641557544e-05,149.43529272079468
992,-0.00013887134264223278,-13.661626815795898,2.3393629817292094e-05,-2.4136679712682962e-05,-1.9454765319824219,-2.1743799152318388e-05,150.1164755821228
993,-0.00014064736024010926,-13.751898765563965,1.989364500332158e-05,-3.552035195752978e-05,-1.8054389953613281,-6.999969627941027e-05,150.802312374115
994,-0.0001414944272255525,-13.835673332214355,1.832961970649194e-05,-1.694133970886469e-05,-1.6754913330078125,-3.128050593659282e-05,151.49246740341187
995,-0.00014261940668802708,-13.913416862487793,1.4076232218940277e-05,-2.249958924949169e-05,-1.55487060546875,-8.506774611305445e-05,152.18662023544312
996,-0.00014342494250740856,-13.985563278198242,1.0623931302689016e-05,-1.611071638762951e-05,-1.4429283142089844,-6.904601468704641e-05,152.88451147079468
997,-0.00014409319555852562,-14.05251407623291,8.201598575396929e-06,-1.3365061022341251e-05,-1.3390159606933594,-4.844665454584174e-05,153.58582067489624
998,-0.0001446311071049422,-14.114643096923828,5.5027007874741685e-06,-1.0758230928331614e-05,-1.2425804138183594,-5.397795757744461e-05,154.29038000106812
999,-0.00014580032438971102,-14.172722816467285,-0.002777357120066881,-2.3384345695376396e-05,-1.1615943908691406,-0.055657196789979935,154.99780797958374
1000,0.00014981524145696312,-14.226197242736816,-0.00206445693038404,0.005912311375141144,-1.069488525390625,0.014258003793656826,155.70801305770874
1001,0.0004051608557347208,-14.276070594787598,-0.005628251936286688,0.0051069119945168495,-0.997467041015625,-0.07127589732408524,156.42082738876343
1002,0.0010211201151832938,-14.322118759155273,-0.006039686035364866,0.012319185771048069,-0.9209632873535156,-0.008228681981563568,157.13605260849
1003,0.0015002182917669415,-14.364904403686523,-0.004803590476512909,0.009581963531672955,-0.855712890625,0.024721911177039146,157.85352087020874
1004,0.0017959364922717214,-14.404253005981445,-0.004638337995857,0.005914364010095596,-0.7869720458984375,0.0033050496131181717,158.57309484481812
1005,0.001880846917629242,-14.441092491149902,-0.0015692710876464844,0.0016982085071504116,-0.7367897033691406,0.06138134002685547,159.294499874115
1006,0.0016641272231936455,-14.475168228149414,0.0007935047033242881,-0.004334393888711929,-0.6815147399902344,0.047255516052246094,160.017644405365
1007,0.0013826065696775913,-14.506731033325195,0.0028963470831513405,-0.005630413070321083,-0.631256103515625,0.0420568473637104,160.7423758506775
1008,0.001139373518526554,-14.536015510559082,0.0041175843216478825,-0.004864661023020744,-0.5856895446777344,0.02442474476993084,161.46863317489624
1009,0.0009272208553738892,-14.563151359558105,0.005373124964535236,-0.004243053495883942,-0.5427169799804688,0.025110812857747078,162.19629430770874
1010,0.05849103629589081,-14.55102825164795,0.21114224195480347,1.1512763500213623,0.242462158203125,4.115382194519043,162.93445348739624
1011,6.55137300491333,-8.150662422180176,9.096783638000488,129.85763549804688,128.00732421875,177.71282958984375,163.70531225204468
1012,6.174199104309082,-8.290924072265625,8.281242370605469,-7.543478012084961,-2.8052330017089844,-16.31082534790039,164.19344091415405
1013,6.162272930145264,-8.267620086669922,7.765653610229492,-0.2385234832763672,0.4660797119140625,-10.311775207519531,164.64156103134155
1014,6.155717849731445,-8.264252662658691,7.268819332122803,-0.1311016082763672,0.06734848022460938,-9.936685562133789,165.03940343856812
